ParentPartNumber	ParentPart	ParentPartTypeName	ChildPartNumber	ChildPart	ChildPartName	LoincNumber	LoincFormalName
LP31953-0	Chemistry methods	METHOD	LP199479-9	"[9,10-3H] myristate substrate"	METHOD	78360-5	"Acyl CoA dehydrogenases:CCnt:Pt:Fibroblasts:Qn:[9,10-3H] myristate substrate"
LP31953-0	Chemistry methods	METHOD	LP199480-7	"[9,10-3H] palmitate substrate"	METHOD	78358-9	"Acyl CoA dehydrogenases:CCnt:Pt:Fibroblasts:Qn:[9,10-3H] palmitate substrate"
LP31953-0	Chemistry methods	METHOD	LP102323-5	BCG	METHOD	61151-7	Albumin:MCnc:Pt:Ser/Plas:Qn:BCG
LP31953-0	Chemistry methods	METHOD	LP102323-5	BCG	METHOD	62235-7	Albumin:SCnc:Pt:Ser/Plas:Qn:BCG
LP31953-0	Chemistry methods	METHOD	LP102324-3	BCP	METHOD	61152-5	Albumin:MCnc:Pt:Ser/Plas:Qn:BCP
LP31953-0	Chemistry methods	METHOD	LP102324-3	BCP	METHOD	62234-0	Albumin:SCnc:Pt:Ser/Plas:Qn:BCP
LP31953-0	Chemistry methods	METHOD	LP102324-3	BCP	METHOD	77148-5	Albumin:MCnc:Pt:Ser/Plas/Bld:Qn:BCP
LP31953-0	Chemistry methods	METHOD	LP102324-3	BCP	METHOD	76631-1	Albumin:MCnc:Pt:Bld:Qn:BCP
LP31953-0	Chemistry methods	METHOD	LP6177-2	Chemical separation	METHOD	2535-3	Lactate dehydrogenase 1:CCnc:Pt:Ser/Plas:Qn:Chemical separation
LP31953-0	Chemistry methods	METHOD	LP6177-2	Chemical separation	METHOD	2538-7	Lactate dehydrogenase 2:CCnc:Pt:Ser/Plas:Qn:Chemical separation
LP31953-0	Chemistry methods	METHOD	LP6177-2	Chemical separation	METHOD	2541-1	Lactate dehydrogenase 3:CCnc:Pt:Ser/Plas:Qn:Chemical separation
LP31953-0	Chemistry methods	METHOD	LP6177-2	Chemical separation	METHOD	2544-5	Lactate dehydrogenase 4:CCnc:Pt:Ser/Plas:Qn:Chemical separation
LP31953-0	Chemistry methods	METHOD	LP6177-2	Chemical separation	METHOD	2547-8	Lactate dehydrogenase 5:CCnc:Pt:Ser/Plas:Qn:Chemical separation
LP31953-0	Chemistry methods	METHOD	LP33283-0	Cockcroft-Gault formula	METHOD	35591-7	Creatinine renal clearance.predicted:VRat:Pt:Ser/Plas:Qn:Cockcroft-Gault formula
LP31953-0	Chemistry methods	METHOD	LP33283-0	Cockcroft-Gault formula	METHOD		
LP33283-0	Cockcroft-Gault formula	METHOD	LP33284-8	"Cockcroft-Gault formula, BSA formula"	METHOD	35592-5	"Creatinine renal clearance/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas:Qn:Cockcroft-Gault formula, BSA formula"
LP33283-0	Cockcroft-Gault formula	METHOD	LP33284-8	"Cockcroft-Gault formula, BSA formula"	METHOD	50380-5	"Creatinine renal clearance/1.73 sq M.predicted.female:ArVRat:Pt:Ser/Plas:Qn:Cockcroft-Gault formula, BSA formula"
LP33283-0	Cockcroft-Gault formula	METHOD	LP33284-8	"Cockcroft-Gault formula, BSA formula"	METHOD	50381-3	"Creatinine renal clearance/1.73 sq M.predicted.male:ArVRat:Pt:Ser/Plas:Qn:Cockcroft-Gault formula, BSA formula"
LP31953-0	Chemistry methods	METHOD	LP201269-0	Creatine uptake	METHOD	79411-5	Creatine transport protein:CCnt:Pt:Fibroblasts:Qn:Creatine uptake
LP31953-0	Chemistry methods	METHOD	LP36715-8	Creatinine-based formula (MDRD)	METHOD	76633-7	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Bld:Qn:Creatinine-based formula (MDRD)
LP31953-0	Chemistry methods	METHOD	LP36715-8	Creatinine-based formula (MDRD)	METHOD	77147-7	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)
LP31953-0	Chemistry methods	METHOD	LP36715-8	Creatinine-based formula (MDRD)	METHOD	70969-1	Glomerular filtration rate/1.73 sq M.predicted.male:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)
LP31953-0	Chemistry methods	METHOD	LP36715-8	Creatinine-based formula (MDRD)	METHOD	50044-7	Glomerular filtration rate/1.73 sq M.predicted.female:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)
LP31953-0	Chemistry methods	METHOD	LP36715-8	Creatinine-based formula (MDRD)	METHOD	48642-3	Glomerular filtration rate/1.73 sq M.predicted.non black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)
LP31953-0	Chemistry methods	METHOD	LP36715-8	Creatinine-based formula (MDRD)	METHOD	48643-1	Glomerular filtration rate/1.73 sq M.predicted.black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)
LP31953-0	Chemistry methods	METHOD	LP36715-8	Creatinine-based formula (MDRD)	METHOD	33914-3	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas:Qn:Creatinine-based formula (MDRD)
LP31953-0	Chemistry methods	METHOD	LP65370-6	Creatinine-based formula (Schwartz)	METHOD	50383-9	Glomerular filtration rate.predicted:VRat:Pt:Ser/Plas:Qn:Creatinine-based formula (Schwartz)
LP31953-0	Chemistry methods	METHOD	LP65370-6	Creatinine-based formula (Schwartz)	METHOD	50384-7	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (Schwartz)
LP31953-0	Chemistry methods	METHOD	LP105134-3	Creatinine-based formula (CKD-EPI)	METHOD	62238-1	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI)
LP31953-0	Chemistry methods	METHOD	LP105134-3	Creatinine-based formula (CKD-EPI)	METHOD	88293-6	Glomerular filtration rate/1.73 sq M.predicted.black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI)
LP31953-0	Chemistry methods	METHOD	LP105134-3	Creatinine-based formula (CKD-EPI)	METHOD	88294-4	Glomerular filtration rate/1.73 sq M.predicted.non black:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI)
LP31953-0	Chemistry methods	METHOD	LP105134-3	Creatinine-based formula (CKD-EPI)	METHOD	97952-6	Glomerular filtration rate/Body surface area:ArVRat:Pt:Ser/Plas:Qn:Creatinine-based formula (CKD-EPI)
LP31953-0	Chemistry methods	METHOD	LP429719-0	Creatinine-based formula (CKD-EPI 2021)	METHOD	98979-8	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI 2021)
LP31953-0	Chemistry methods	METHOD	LP417855-6	Creatinine and Cystatin C-based formula (CKD-EPI)	METHOD	94677-2	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine and Cystatin C-based formula (CKD-EPI)
LP31953-0	Chemistry methods	METHOD	LP429720-8	Creatinine and Cystatin C-based formula (CKD-EPI 2021)	METHOD	98980-6	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine and Cystatin C-based formula (CKD-EPI 2021)
LP31953-0	Chemistry methods	METHOD	LP6226-7	Dialysis	METHOD	6892-4	Thyroxine.free:MCnc:Pt:Ser/Plas:Qn:Dialysis
LP31953-0	Chemistry methods	METHOD	LP6226-7	Dialysis	METHOD	70217-5	Thyroxine.free:SCnc:Pt:Ser/Plas:Qn:Dialysis
LP31953-0	Chemistry methods	METHOD	LP6226-7	Dialysis	METHOD	29239-1	Triiodothyronine.free:MCnc:Pt:Ser/Plas:Qn:Dialysis
LP31953-0	Chemistry methods	METHOD	LP6230-9	Direct assay	METHOD	18262-6	Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Direct assay
LP31953-0	Chemistry methods	METHOD	LP6230-9	Direct assay	METHOD	69419-0	Cholesterol.in LDL:SCnc:Pt:Ser/Plas:Qn:Direct assay
LP31953-0	Chemistry methods	METHOD	LP6230-9	Direct assay	METHOD	96597-0	Cholesterol.in LDL:MCnc:Pt:Bld.dot:Qn:Direct assay
LP31953-0	Chemistry methods	METHOD	LP6264-8	Estimated from glycated hemoglobin	METHOD	27353-2	Estimated average glucose:MCnc:Pt:Bld:Qn:Estimated from glycated hemoglobin
LP31953-0	Chemistry methods	METHOD	LP6264-8	Estimated from glycated hemoglobin	METHOD	13453-6	Glucose mean value:ACnc:Pt:Bld:Qn:Estimated from glycated hemoglobin
LP31953-0	Chemistry methods	METHOD	LP6264-8	Estimated from glycated hemoglobin	METHOD	53553-4	Estimated average glucose:SCnc:Pt:Bld:Qn:Estimated from glycated hemoglobin
LP31953-0	Chemistry methods	METHOD	LP65000-9	Glock & McLean	METHOD	49925-1	Glucose-6-Phosphate dehydrogenase:CCnt:Pt:RBC:Qn:Glock & McLean
LP31953-0	Chemistry methods	METHOD	LP6298-6	Glucometer	METHOD	41653-7	Glucose:MCnc:Pt:BldC:Qn:Glucometer
LP31953-0	Chemistry methods	METHOD	LP6298-6	Glucometer	METHOD	14743-9	Glucose:SCnc:Pt:BldC:Qn:Glucometer
LP31953-0	Chemistry methods	METHOD	LP6303-4	Guthrie test	METHOD	12803-3	Phenylalanine:PrThr:Pt:Bld:Ord:Guthrie test
LP31953-0	Chemistry methods	METHOD	LP6307-5	Heat stability	METHOD	16182-8	Alkaline phosphatase isoenzymes:CCnc:Pt:Ser/Plas:Qn:Heat stability
LP31953-0	Chemistry methods	METHOD	LP6307-5	Heat stability	METHOD	32351-9	Alkaline phosphatase.heat labile:CCnc:Pt:Ser/Plas:Qn:Heat stability
LP31953-0	Chemistry methods	METHOD	LP6307-5	Heat stability	METHOD	32352-7	Alkaline phosphatase.heat stable:CCnc:Pt:Ser/Plas:Qn:Heat stability
LP31953-0	Chemistry methods	METHOD	LP6307-5	Heat stability	METHOD	32135-6	Alkaline phosphatase.liver:CCnc:Pt:Ser/Plas:Qn:Heat stability
LP31953-0	Chemistry methods	METHOD	LP6307-5	Heat stability	METHOD	42718-7	Alkaline phosphatase.heat labile/Alkaline phosphatase.total:CFr:Pt:Ser/Plas:Qn:Heat stability
LP31953-0	Chemistry methods	METHOD	LP6307-5	Heat stability	METHOD	43382-1	Alkaline phosphatase.heat stable/Alkaline phosphatase.total:CFr:Pt:Ser/Plas:Qn:Heat stability
LP31953-0	Chemistry methods	METHOD	LP6307-5	Heat stability	METHOD	43710-3	Alkaline phosphatase.heat stable:PrThr:Pt:Ser/Plas:Ord:Heat stability
LP31953-0	Chemistry methods	METHOD	LP191793-1	Isotopic	METHOD	87378-6	Tubular extraction rate/1.73 sq M:ArVRat:Pt:Ser/Bld:Qn:Isotopic
LP31953-0	Chemistry methods	METHOD	LP191793-1	Isotopic	METHOD	78006-4	Glomerular filtration rate/1.73 sq M:ArVRat:Pt:Urine+Ser/Plas:Qn:Isotopic
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	76486-0	C reactive protein:SCnc:Pt:Ser/Plas:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	72873-3	Estradiol:SCnc:Pt:Ser/Plas:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	71426-1	C reactive protein:MCnc:Pt:Bld:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	67151-1	Troponin T.cardiac:MCnc:Pt:Ser/Plas:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	89575-5	Troponin T.cardiac:Imp:Pt:Ser/Plas:Ord:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	89578-9	Troponin I.cardiac:Imp:Pt:Ser/Plas:Ord:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	89579-7	Troponin I.cardiac:MCnc:Pt:Ser/Plas:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD		
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	51005-7	Testosterone.free+weakly bound:MCnc:Pt:Ser/Plas:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	59182-6	C reactive protein:MCnc:Pt:CSF:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	30522-7	C reactive protein:MCnc:Pt:Ser/Plas:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	35648-5	C reactive protein:Quintile:Pt:Ser/Plas:Qn:High sensitivity
LP31953-0	Chemistry methods	METHOD	LP29325-5	High sensitivity	METHOD	35384-7	Estradiol:MCnc:Pt:Ser/Plas:Qn:High sensitivity
LP29325-5	High sensitivity	METHOD	LP33340-8	Detection limit <= 0.01 ng/mL	METHOD	35741-8	Prostate specific Ag:MCnc:Pt:Ser/Plas:Qn:Detection limit <= 0.01 ng/mL
LP29325-5	High sensitivity	METHOD	LP33340-8	Detection limit <= 0.01 ng/mL	METHOD	49563-0	Troponin I.cardiac:MCnc:Pt:Ser/Plas:Qn:Detection limit <= 0.01 ng/mL
LP29325-5	High sensitivity	METHOD	LP6223-4	Detection limit <= 0.005 mIU/L	METHOD	11580-8	Thyrotropin:ACnc:Pt:Ser/Plas:Qn:Detection limit <= 0.005 mIU/L
LP29325-5	High sensitivity	METHOD	LP6224-2	Detection limit <= 0.05 mIU/L	METHOD	11579-0	Thyrotropin:ACnc:Pt:Ser/Plas:Qn:Detection limit <= 0.05 mIU/L
LP29325-5	High sensitivity	METHOD	LP63621-4	Detection limit <= 1.0 ng/dL	METHOD	49041-7	Testosterone:MCnc:Pt:Ser/Plas:Qn:Detection limit <= 1.0 ng/dL
LP29325-5	High sensitivity	METHOD	LP63621-4	Detection limit <= 1.0 ng/dL	METHOD	49042-5	Testosterone.free:MCnc:Pt:Ser/Plas:Qn:Detection limit <= 1.0 ng/dL
LP29325-5	High sensitivity	METHOD	LP63621-4	Detection limit <= 1.0 ng/dL	METHOD	49043-3	Testosterone.free/Testosterone.total:MFr:Pt:Ser/Plas:Qn:Detection limit <= 1.0 ng/dL
LP29325-5	High sensitivity	METHOD	LP70454-1	Detection limit <= 1.0 mg/L	METHOD	53529-4	Albumin:MCnc:Pt:Body fld:Qn:Detection limit <= 1.0 mg/L
LP29325-5	High sensitivity	METHOD	LP70454-1	Detection limit <= 1.0 mg/L	METHOD	53530-2	Albumin:MCnc:24H:Urine:Qn:Detection limit <= 1.0 mg/L
LP29325-5	High sensitivity	METHOD	LP70454-1	Detection limit <= 1.0 mg/L	METHOD	53531-0	Albumin:MCnc:Pt:Urine:Qn:Detection limit <= 1.0 mg/L
LP29325-5	High sensitivity	METHOD	LP70454-1	Detection limit <= 1.0 mg/L	METHOD	53532-8	Albumin:MRat:24H:Urine:Qn:Detection limit <= 1.0 mg/L
LP29325-5	High sensitivity	METHOD	LP70454-1	Detection limit <= 1.0 mg/L	METHOD	77253-3	Albumin/Creatinine:Ratio:Pt:Urine:Qn:Detection limit <= 1.0 mg/L
LP29325-5	High sensitivity	METHOD	LP70454-1	Detection limit <= 1.0 mg/L	METHOD	77254-1	Albumin/Creatinine:Ratio:24H:Urine:Qn:Detection limit <= 1.0 mg/L
LP29325-5	High sensitivity	METHOD	LP189766-1	Detection limit <= 3.0 mg/L	METHOD	77158-4	Albumin:SCnc:Pt:Urine:Qn:Detection limit <= 3.0 mg/L
LP29325-5	High sensitivity	METHOD	LP145955-3	Detection limit <= 3.47 pmol/L	METHOD	70239-9	Testosterone:SCnc:Pt:Ser/Plas:Qn:Detection limit <= 3.47 pmol/L
LP29325-5	High sensitivity	METHOD	LP145955-3	Detection limit <= 3.47 pmol/L	METHOD	70240-7	Testosterone.free:SCnc:Pt:Ser/Plas:Qn:Detection limit <= 3.47 pmol/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	63474-1	Albumin:MRat:18H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	59159-4	Albumin/Creatinine:Ratio:24H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	58448-2	Albumin ug/min:MRat:24H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	56553-1	Albumin:MRat:8H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	57369-1	Albumin:MCnc:12H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	47558-2	Albumin/Protein.total:MFr:24H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	49023-5	Albumin:MRat:XXX:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	43605-5	Albumin:MCnc:4H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	43606-3	Albumin:MRat:4H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	43607-1	Albumin:MRat:12H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	44292-1	Albumin/Creatinine:MRto:12H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	14956-7	Albumin:MRat:24H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	14957-5	Albumin:MCnc:Pt:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	14958-3	Albumin/Creatinine:MRto:24H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	14959-1	Albumin/Creatinine:MRto:Pt:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	30003-8	Albumin:MCnc:24H:Urine:Qn:Detection limit <= 20 mg/L
LP29325-5	High sensitivity	METHOD	LP6222-6	Detection limit <= 20 mg/L	METHOD	30000-4	Albumin/Creatinine:Ratio:Pt:Urine:Qn:Detection limit <= 20 mg/L
LP31953-0	Chemistry methods	METHOD	LP99992-7	IFCC	METHOD	59261-8	Hemoglobin A1c/Hemoglobin.total:SFr:Pt:Bld:Qn:IFCC
LP31953-0	Chemistry methods	METHOD	LP111462-0	JDS/JSCC	METHOD	62388-4	Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn:JDS/JSCC
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	74434-2	Bilirubin/Total:MFr:Pt:Calculus:Qn:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	59015-8	Carbohydrates:MCnt:Pt:Stool:Qn:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	59016-6	Water:MCnt:Pt:Stool:Qn:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	59385-5	Nitrogen:MCnt:Pt:Stool:Qn:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	59386-3	Starch:MCnt:Pt:Stool:Qn:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	54437-9	Sodium urate/Total:MFr:Pt:Calculus:Qn:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	40787-4	Calculus analysis:Imp:Pt:Calculus:Nom:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	49255-3	Calculus analysis:Imp:Pt:Calculus:Nar:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	49500-2	Calcium oxalate dihydrate/Total:MFr:Pt:Calculus:Qn:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	49501-0	Calcium oxalate monohydrate/Total:MFr:Pt:Calculus:Qn:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16257-8	Sodium urate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16258-6	Ammonium urate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16259-4	Urate dihydrate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16260-2	Triamterene crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16261-0	Calcium bilirubinate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16262-8	Newberyite crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16263-6	Calcium oxalate dihydrate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16264-4	Calcium oxalate monohydrate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16265-1	Triple phosphate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16266-9	Calcium hydrogen phosphate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16267-7	Calcium carbonate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16268-5	Calcium phosphate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16269-3	Urate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16613-2	Cholesterol crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP6344-8	Infrared spectroscopy	METHOD	16710-6	Cystine crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy
LP31953-0	Chemistry methods	METHOD	LP31896-1	International standards	METHOD		
LP31896-1	International standards	METHOD	LP6084-0	2nd IRP	METHOD	34306-1	Follitropin:ACnc:24H:Urine:Qn:2nd IRP
LP31896-1	International standards	METHOD	LP6084-0	2nd IRP	METHOD	20433-9	Follitropin:ACnc:Pt:Ser/Plas:Qn:2nd IRP
LP31896-1	International standards	METHOD	LP6084-0	2nd IRP	METHOD	25639-6	Follitropin:ACnc:Pt:Urine:Qn:2nd IRP
LP31896-1	International standards	METHOD	LP6078-2	1st IRP	METHOD	20419-8	Lutropin:ACnc:Pt:Ser/Plas:Qn:1st IRP
LP31896-1	International standards	METHOD	LP6078-2	1st IRP	METHOD	25716-2	Lutropin:ACnc:Pt:Urine:Qn:1st IRP
LP31896-1	International standards	METHOD	LP6078-2	1st IRP	METHOD	34333-5	Lutropin:ACnc:24H:Urine:Qn:1st IRP
LP31896-1	International standards	METHOD	LP6087-3	3rd IS	METHOD	20434-7	Prolactin:ACnc:Pt:Ser/Plas:Qn:3rd IS
LP31896-1	International standards	METHOD	LP6087-3	3rd IS	METHOD	49220-7	Prolactin:MCnc:Pt:Ser/Plas:Qn:3rd IS
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	47596-2	Calcium.ionized:SCnc:Pt:Bld:Qn:ISE
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	53088-1	Calcium.ionized:SCnc:Pt:Flu.nonbiological:Qn:ISE
LP31953-0	Chemistry methods	METHOD	LP6351-3	ISE	METHOD	59472-1	Calcium.ionized^^adjusted to pH 7.4:MCnc:Pt:BldA:Qn:ISE
