ParentPartNumber	ParentPart	ParentPartTypeName	ChildPartNumber	ChildPart	ChildPartName	LoincNumber	LoincFormalName
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	99103-4	Tumor necrosis factor.alpha:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	93732-6	IgE:ACnc:Pt:Tear:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	93768-0	Acarboxyprothrombin:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	93793-8	Insulin:ACnc:Stdy^mean:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	9654-5	Interleukin 2 receptor.soluble:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	97743-9	Cancer Ag 125:ACnc:Pt:Asp:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	97745-4	Alpha-1-Fetoprotein:ACnc:Pt:Asp:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83117-2	Thyroglobulin Ab.IgG:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83118-0	Thyroperoxidase Ab.IgG:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	89324-8	Insulin.intact:ACnc:Pt:Ser:Qn:LC/MS/MS
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	92825-9	Renin^upright:ACnc:Pt:Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	93369-7	Krebs von den Lungen-6:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	93493-5	3-Hydroxy-3-Methylglutaryl-Coenzyme A Reductase Ab.IgG:ACnc:Pt:Ser:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83084-4	Cancer Ag 19-9:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83086-9	Choriogonadotropin:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83098-4	Follitropin:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83102-4	IgE:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83103-2	Lutropin:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83111-5	Prolactin:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83072-9	Alpha-1-Fetoprotein:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83074-5	Alpha-1-Fetoprotein:ACnc:Pt:Amnio fld:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83076-0	Beta-2-Microglobulin:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83079-4	Beta-2-Microglobulin:ACnc:Pt:Urine:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83082-8	Cancer Ag 125:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	83083-6	Cancer Ag 15-3:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	77623-7	Thyrotropin^2.5H post XXX challenge:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	78985-9	Prolactin.dimeric:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	78994-1	Prolactin.monomeric:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	80153-0	Soluble CD27:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	80155-5	Soluble CD27:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	81768-4	U1 small nuclear ribonucleoprotein 70kD Ab.IgG:ACnc:Pt:Ser:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	68926-5	Cancer Ag 72-4:ACnc:Pt:Pericard fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	6901-3	Insulin.free:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	69561-9	Thyrotropin:ACnc:Pt:BldCo:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	74953-1	Macroprolactin:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	75239-4	Albumin.ischemia modified:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	76651-9	Zinc transporter 8 Ab:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	66762-6	Choriogonadotropin.beta subunit:ACnc:Pt:Plr fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	66763-4	Choriogonadotropin.beta subunit:ACnc:Pt:Periton fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	6875-9	Cancer Ag 15-3:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	68923-2	Cancer Ag 125:ACnc:Pt:Pericard fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	68924-0	Cancer Ag 72-4:ACnc:Pt:Periton fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	68925-7	Cancer Ag 72-4:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	59226-1	Chromogranin A:ACnc:Pt:Periton fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	59227-9	Chromogranin A:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	59241-0	Chromogranin A:ACnc:Pt:Body fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	59564-5	Alpha-1-Fetoprotein:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	60438-9	Diamine oxidase:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	63441-0	Tissue polypeptide Ag:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	56688-5	IgD:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	56787-5	Cytokeratin 19:ACnc:Pt:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	57092-9	IgE:ACnc:Pt:Nasal fluid:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	57756-9	Procollagen type III.N-terminal propeptide:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	59040-6	Cancer Ag 125:ACnc:Pt:Dial fld prt:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	59220-4	Chromogranin A:ACnc:Pt:Plr fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	53961-9	Alpha-1-Fetoprotein.tumor marker:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	54165-6	Tumor necrosis factor binding protein:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	54238-1	LDL.oxidized:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	55839-5	Cholesterol ester transfer protein:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	55870-0	Choriogonadotropin:ACnc:Pt:BldCo:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	56039-1	Lysozyme:ACnc:Pt:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	50778-0	Cancer Ag 15-3:ACnc:Pt:Periton fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	50779-8	Cancer Ag 19-9:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	50780-6	Cancer Ag 19-9:ACnc:Pt:Pericard fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	50781-4	Cancer Ag 19-9:ACnc:Pt:Periton fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	50782-2	Cancer Ag 27-29:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	53959-3	Choriogonadotropin.tumor marker:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48616-7	17-Hydroxyprogesterone:ACnc:Pt:Bld.dot:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48627-4	Protein.monoclonal:ACnc:Pt:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	49596-0	Uroporphyrinogen decarboxylase:ACnc:Pt:RBC:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	50775-6	Cancer Ag 125:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	50776-4	Cancer Ag 15-3:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	50777-2	Cancer Ag 15-3:ACnc:Pt:Pericard fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48571-4	Follitropin^on cycle day 11:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48572-2	Follitropin^on cycle day 21:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48573-0	Follitropin^on cycle day 3:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48581-3	Lutropin^on cycle day 11:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48582-1	Lutropin^on cycle day 3:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48583-9	Lutropin^on cycle day 21:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	47854-5	Fibroblast growth factor 23.intact:ACnc:Pt:Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	47855-2	Fibroblast growth factor 23.C-terminal:ACnc:Pt:Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	47996-4	Adenosine deaminase binding protein:ACnc:Pt:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48126-7	Somatotropin^15M pre dose ornithine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48146-5	Myeloperoxidase:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	48570-6	Follitropin^on cycle day 10:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	4654-0	Interleukin 5:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	4655-7	Interleukin 6:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	4656-5	Interleukin 7:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	46699-5	Fibroblast growth factor 23:ACnc:Pt:Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	47214-2	Homeostasis model assessment:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	47601-0	Choriogonadotropin.beta subunit.free:ACnc:Pt:Body fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	44910-8	Alpha-1-Fetoprotein:ACnc:Pt:Body fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	45194-8	Choriogonadotropin.intact+Beta subunit:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	4650-8	Interleukin 1:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	4651-6	Interleukin 2:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	4652-4	Interleukin 3:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	4653-2	Interleukin 4:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	43171-8	Interleukin 2 receptor:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	43640-2	Aldosterone-18-glucuronide:ACnc:Pt:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	43801-0	Choriogonadotropin.intact:ACnc:Pt:Amnio fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	44000-8	Choriogonadotropin:ACnc:Pt:Amnio fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	44001-6	Choriogonadotropin:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	44422-4	Interleukin 2 receptor alpha chain.soluble:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	40618-1	Cancer Ag 125:ACnc:Pt:Periton fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	40673-6	Thyrotropin binding inhibitory immunoglobulins:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	42234-5	Alpha subunit.free:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	42512-4	IgE:ACnc:Pt:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	42513-2	IgE:ACnc:Pt:CSF:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	42891-2	Choriogonadotropin:ACnc:Pt:Body fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	35415-9	Oxytocin:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	38352-1	Interleukin 2 receptor:ACnc:Pt:XXX:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	38487-5	IgA:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	38488-3	IgG:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	38492-5	Insulin-like growth factor-I:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	38992-4	Amylase:ACnc:24H:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	34156-0	Insulin.bound:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	34161-0	Cancer Ag 72-4:ACnc:Pt:Body fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	34256-8	Cancer Ag 50:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	34306-1	Follitropin:ACnc:24H:Urine:Qn:2nd IRP
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	34333-5	Lutropin:ACnc:24H:Urine:Qn:1st IRP
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	35128-8	Perforin:ACnc:Pt:WBC:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	32282-6	Succinylpurines:ACnc:Pt:Urine:Ord:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	32727-0	Urobilinogen:ACnc:Pt:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	33018-3	Protein.monoclonal:ACnc:Pt:Ser/Plas:Qn:Electrophoresis
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	33272-6	Cryoglobulin:ACnc:Pt:Ser:Ord:7D cold incubation
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	33636-2	IgA.secretory:ACnc:Pt:Saliva:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	33858-2	Somatotropin:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	30521-9	Inhibin B:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	30567-2	Thyroid stimulating immunoglobulins:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	30895-7	Renin:ACnc:Pt:Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	31443-5	Intrinsic factor blocking Ab:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	31445-0	Intrinsic factor blocking Ab.IgG:ACnc:Pt:Ser:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	32046-5	Pregnancy associated plasma protein A:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	30151-5	Thyrotropin.long acting:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	3015-5	Thyrotropin:ACnc:Pt:Bld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	3016-3	Thyrotropin:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	30169-7	Chromogranin A:ACnc:Pt:Ser/Plas:Qn:IA
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	30206-7	Choriogonadotropin.alpha subunit.free:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	30243-0	Choriogonadotropin.intact:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	29154-2	Choriogonadotropin.beta subunit:ACnc:Pt:Body fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	29156-7	Lutropin:ACnc:24H:Urine:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	29238-3	Insulin:ACnc:Pt:Body fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	29575-8	Thyrotropin:ACnc:Pt:Bld.dot:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	2968-6	Starch granules:ACnc:Pt:Stool:Ord:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	30029-3	Dehydroepiandrosterone:ACnc:Pt:Saliva:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27953-9	Methionine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27972-9	Histidine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27973-7	3-Methylhistidine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27974-5	Arginine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27995-0	Asparagine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	29153-4	Cancer Ag 15-3:ACnc:Pt:Body fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27361-5	Tyrosine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27362-3	Phenylalanine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27381-3	Alloisoleucine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27399-5	1-Methylhistidine:ACnc:Pt:Ser/Plas:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27420-9	Phosphatidylglycerol:ACnc:Pt:Amnio fld:Qn:
LP33107-1	Arbitrary Properties	PROPERTY	LP6773-8	ACnc	PROPERTY	27915-8	Alpha-1-Antichymotrypsin:ACnc:Pt:Stool:Qn:
