ParentPartNumber	ParentPart	ParentPartTypeName	ChildPartNumber	ChildPart	ChildPartName	LoincNumber	LoincFormalName
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	34728-6	Carbon dioxide:SCnc:Pt:Bld:Qn:Calculated
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	35580-0	N-methyl valine:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	35581-8	Hydroxyethyl valine:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	38185-5	Beta galactosidase:PrThr:Pt:Bld:Ord:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	38230-9	Calcium.ionized:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	41276-7	Anion gap:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	40927-6	3-Methylcrotonylglycine:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	40829-4	Ornithine:PrThr:Pt:Bld:Ord:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	41040-7	Palmitoylcarnitine (C16):SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	41041-5	3-Hydroxypalmitoylcarnitine (C16-OH):SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	41168-6	Arginine:PrThr:Pt:Bld:Ord:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	41169-4	Valine:PrThr:Pt:Bld:Ord:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	41170-2	Phenylalanine+Tyrosine:PrThr:Pt:Bld:Ord:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	41995-2	Hemoglobin A1c:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	42637-9	Natriuretic peptide.B:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	42719-5	Bilirubin:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	42757-5	Troponin I.cardiac:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	38483-4	Creatinine:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	79402-4	Niacin:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	78991-7	Flavin adenine dinucleotide:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	78696-2	Selenium:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	76524-8	Acetone:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	80979-8	Frataxin:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	74920-0	Gamma hydroxybutyrate:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	76625-3	Alanine aminotransferase:CCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	76629-5	Glucose^post CFst:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	76630-3	Amylase:CCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	76631-1	Albumin:MCnc:Pt:Bld:Qn:BCP
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	76633-7	Glomerular filtration rate/1.73 sq M.predicted:ArVRat:Pt:Bld:Qn:Creatinine-based formula (MDRD)
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	76341-7	Protoporphyrin:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	75940-7	Potassium:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	73572-0	Magnesium.ionized:SCnc:Pt:Bld:Qn:ISE
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	73573-8	Magnesium.ionized^^adjusted to pH 7.4:SCnc:Pt:Bld:Qn:ISE
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	72903-8	Urea:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	73723-9	Riboflavin:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	73582-9	Anion gap 4:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	74431-8	Acetoacetate:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	74442-5	Pyridoxal phosphate:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	74444-1	Thiamine pyrophosphate:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	74469-8	Glucose-6-Phosphate dehydrogenase/Pyruvate kinase:Ratio:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	71890-8	Carboxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	72516-8	Glucose:SCnc:Pt:Bld:Qn:Test strip.automated
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	72603-4	Beta hydroxybutyrate+Acetoacetate:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	54363-7	Bilirubin:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	56040-9	Methemoglobin:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	57800-5	Oxygen content:VFr:Pt:Bld:Qn:Calculated
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	58001-9	Matrix metallopeptidase 9:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	59826-8	Creatinine:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	59570-2	Urea nitrogen:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	6298-4	Potassium:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	6299-2	Urea nitrogen:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	62388-4	Hemoglobin A1c/Hemoglobin.total:MFr:Pt:Bld:Qn:JDS/JSCC
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	65343-6	Oxygen^^saturation adjusted to 0.5:PPres:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	65363-4	Glutathione:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	66441-7	Beta hydroxybutyrate:SCnc:Pt:Bld:Qn:Test strip
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	6695-1	Riboflavin:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	59032-3	Lactate:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	59048-9	Lactate/Pyruvate:MRto:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	5914-7	Glucose:PrThr:Pt:Bld:Ord:Test strip
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	59261-8	Hemoglobin A1c/Hemoglobin.total:SFr:Pt:Bld:Qn:IFCC
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	5932-9	Cholesterol:PrThr:Pt:Bld:Ord:Test strip
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	68955-4	Ketones:PrThr:Pt:Bld:Ord:Tablet
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	68123-9	Circulating tumor cells.prostate:NCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	68124-7	Circulating tumor cells.colon:NCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	67568-6	Circulating tumor cells.breast:NCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	70218-3	Triglyceride:SCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	71425-3	Natriuretic peptide.B prohormone N-Terminal:MCnc:Pt:Bld:Qn:IA
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	71426-1	C reactive protein:MCnc:Pt:Bld:Qn:High sensitivity
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	71853-6	Oxygen saturation:MFr.DF:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	71875-9	Hemoglobin A1c/Hemoglobin.total:MFr.DF:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	71883-3	Methemoglobin/Hemoglobin.total:MFr.DF:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	71844-5	Oxygen saturation:MFr.DF:Pt:Bld:Qn:Calculated from oxygen partial pressure
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	71840-3	Oxyhemoglobin/Hemoglobin.total:MFr.DF:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	10836-5	Niacin:MCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	10970-2	Galactose 1 phosphate uridyl transferase:CCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	11154-2	Cholinesterase:CCnc:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	11555-0	Base excess:SCnc:Pt:Bld:Qn:Calculated
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	11556-8	Oxygen:PPres:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	11557-6	Carbon dioxide:PPres:Pt:Bld:Qn:
LP7579-8	Ser/Plas/Bld	SYSTEM	LP7057-5	Bld	SYSTEM	11558-4	pH:LsCnc:Pt:Bld:Qn:
