# curie_map:
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/4ed9c3d9-fcbc-4bda-b356-113f958f61dc
# mapping_tool: https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2
# mapping_tool_version: 3.4.1
# similarity_measure: https://www.wikidata.org/wiki/Q1784941
subject_id	predicate_id	object_id	subject_label	object_label	PartTypeName	mapping_justification	similarity_score	subject_dangling	object_dangling	curator_approved
https://loinc.org/LP29588-8	rdfs:subClassOf	https://loinc.org/LP29589-6	0.85% sodium chloride 24H 37 deg C incubation	0.55% sodium chloride 24H 37 deg C incubation	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99835	True	False	
https://loinc.org/LP443269-8	rdfs:subClassOf	https://loinc.org/LP441198-1	Monkeypox virus clade II + Orthopoxvirus.non-variola	Monkeypox virus clade II & Orthopoxvirus.non-variola	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9982	False	True	
https://loinc.org/LP266819-4	rdfs:subClassOf	https://loinc.org/LP250907-5	Minimum Data Set (MDS) - version 3.0 - Resident Assessment Instrument (RAI) version 1.16.1	Minimum Data Set (MDS) - version 3.0 - Resident Assessment Instrument (RAI) version 1.14.1	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99789	True	False	
https://loinc.org/LP33014-9	rdfs:subClassOf	https://loinc.org/LP29587-0	0.10% sodium chloride 24H 37 deg C incubation	0.0% sodium chloride 24H 37 deg C incubation	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99784	True	False	
https://loinc.org/LP68314-1	rdfs:subClassOf	https://loinc.org/LP29591-2	0.90% sodium chloride 24H 37 deg C incubation	0.45% sodium chloride 24H 37 deg C incubation	PROPERTY	semapv:SemanticSimilarityThresholdMatching	0.99778	True	False	
https://loinc.org/LP435943-8	rdfs:subClassOf	https://loinc.org/LP421337-9	Clot initiation, kaolin induced	Clot initiation.kaolin induced	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99725	False	True	
https://loinc.org/LP90040-4	rdfs:subClassOf	https://loinc.org/LP98318-6	Post-traumatic stress disorder in last 7D	Post traumatic stress disorder in last 7D	GENE	semapv:SemanticSimilarityThresholdMatching	0.99719	True	False	
https://loinc.org/LP269579-1	rdfs:subClassOf	https://loinc.org/LP434012-3	Minimum Data Set (MDS) - version 3.0 - Resident Assessment Instrument (RAI) version 1.17.1, 1.17.2	Minimum Data Set (MDS) - version 3.0 - Resident Assessment Instrument (RAI) version 1.18.11	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99604	True	False	
https://loinc.org/LP438121-8	rdfs:subClassOf	https://loinc.org/LP193957-0	Human papilloma virus 16 & 18 & 45 & 31+33+52+58 & 35+39+51+56+59+66+68 DNA	Human papilloma virus 16 & 18 & 31+33+35+39+45+51+52+56+58+59+66+68 DNA	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99564	True	False	
https://loinc.org/LP310121-1	rdfs:subClassOf	https://loinc.org/LP193431-6	PROMIS physical function - version 2.0 T-score	PROMIS physical function - version 1.0 T-score	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99557	True	False	
https://loinc.org/LP212474-3	rdfs:subClassOf	https://loinc.org/LP19708-4	FGFR3 gene p.Gly380Arg	FGFR3 gene.p.Gly380Arg	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99488	False	True	
https://loinc.org/LP212485-9	rdfs:subClassOf	https://loinc.org/LP212322-4	Enhanced discharge summary - recommended CDP Set 1 R1.1 sections	Enhanced discharge summary - recommended CDP Set 1 R1.0 sections	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99478	True	False	
https://loinc.org/LP193439-9	rdfs:subClassOf	https://loinc.org/LP193431-6	PROMIS physical function - version 1.2 T-score	PROMIS physical function - version 1.0 T-score	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99452	True	False	
https://loinc.org/LP134201-5	rdfs:subClassOf	https://loinc.org/LP103070-1	I felt weak all over in the past 7D	I felt weak all over in past 7D	CHALLENGE	semapv:SemanticSimilarityThresholdMatching	0.9945	True	False	
https://loinc.org/LP261310-9	rdfs:subClassOf	https://loinc.org/LP75657-4	Special treatments, procedures, and programs	Special treatments, procedures and programs	Rad.Anatomic Location.Imaging Focus	semapv:SemanticSimilarityThresholdMatching	0.99427	False	True	
https://loinc.org/LP140596-0	rdfs:subClassOf	https://loinc.org/LP140595-2	Tissue transglutaminase Ab.IgA+gliadin peptides Ab.IgA & IgG panel	Tissue transglutaminase Ab.IgA+gliadin peptides Ab.IgA & IgG	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9942	True	False	
https://loinc.org/LP146600-4	rdfs:subClassOf	https://loinc.org/LP146601-2	Functional assessment of chronic illness therapy for patients with kidney cancer questionnaire - 15 items	Functional assessment of chronic illness therapy for patients with kidney cancer questionnaire - 10 items	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99366	True	False	
https://loinc.org/LP98016-6	rdfs:subClassOf	https://loinc.org/LP250924-0	Understanding of verbal content	Understanding verbal content	SUFFIX	semapv:SemanticSimilarityThresholdMatching	0.9935	True	False	
https://loinc.org/LP310163-3	rdfs:subClassOf	https://loinc.org/LP422814-6	MDS v3.0 - RAI v1.17.2 - Bladder and bowel - NP, NQ, SP	MDS v3.0 - RAI v1.16.1 - Bladder and bowel - NP, NQ, SP	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99333	False	True	
https://loinc.org/LP437428-8	rdfs:subClassOf	https://loinc.org/LP38067-2	Epstein-Barr Virus DNA	Epstein Barr virus DNA	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9933	False	True	
https://loinc.org/LP148685-3	rdfs:subClassOf	https://loinc.org/LP342874-7	How short of breath did you get moderate-intensity leisure activity - bicycling on level terrain, etc, in the past 7D	How short of breath did you get moderate-intensity leisure activity (bicycling on level terrain, etc.) over past 7D	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99321	True	False	
https://loinc.org/LP437373-6	rdfs:subClassOf	https://loinc.org/LP203230-0	Mucopolysaccharidosis type II newborn screening panel	Mucopolysaccharidosis type I newborn screening panel	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99316	False	True	
https://loinc.org/LP115230-7	rdfs:subClassOf	https://loinc.org/LP115228-1	Does anyone else in the family use toothpaste with fluoride	Does anyone in the family use toothpaste with fluoride	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99243	True	False	
https://loinc.org/LP73688-1	rdfs:subClassOf	https://loinc.org/LP429113-6	Visual acuity far.binocular	Visual acuity.binocular far	DIVISORS	semapv:SemanticSimilarityThresholdMatching	0.99231	True	False	
https://loinc.org/LP120645-9	rdfs:subClassOf	https://loinc.org/LP117024-2	Has a doctor ever told you that your child ever had this vision problem	Has a doctor ever told you that your child had this vision problem	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99226	False	True	
https://loinc.org/LP134366-6	rdfs:subClassOf	https://loinc.org/LP134427-6	Lately, I felt embarrassed about my illness	Lately I felt embarrassed about my illness	CLASS	semapv:SemanticSimilarityThresholdMatching	0.99222	True	False	
https://loinc.org/LP284707-9	rdfs:subClassOf	https://loinc.org/LP284708-7	2-Methyl,3-Hydroxybutyrate/Creatinine	2-Methyl-3-Hydroxybutyrate/Creatinine	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99207	True	False	
https://loinc.org/LP101161-0	rdfs:subClassOf	https://loinc.org/LP101162-8	2.75H post dose lactose PO	2.25H post dose lactose PO	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99186	True	False	
https://loinc.org/LP431134-8	rdfs:subClassOf	https://loinc.org/LP431132-2	SARS coronavirus 2 stimulated gamma interferon release by T-cells.Nucleocapsid Ag spot count^^corrected for background	SARS coronavirus 2 stimulated gamma interferon release by T-cells.Nucleocapsid Ag spot count	CLASS	semapv:SemanticSimilarityThresholdMatching	0.9916	True	False	
https://loinc.org/LP63727-9	rdfs:subClassOf	https://loinc.org/LP265744-5	California encephalitis virus Ab.IgG & IgM	California encephalitis virus Ab.IgG+IgM	DIVISORS	semapv:SemanticSimilarityThresholdMatching	0.99131	True	False	
https://loinc.org/LP265598-5	rdfs:subClassOf	https://loinc.org/LP65683-2	Serotonin release 1.0 IU/mL heparin	Serotonin release 0.1 IU/mL heparin	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9913	True	False	
https://loinc.org/LP411005-4	rdfs:subClassOf	https://loinc.org/LP76118-6	Pressure gradient.2.mean	Pressure gradient 2.mean	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99093	True	False	
https://loinc.org/LP190309-7	rdfs:subClassOf	https://loinc.org/LP190308-9	Salivary gland protein 1 & Carbonic anhydrase 6 & Parotid secretory protein Ab.IgA & IgG & IgM panel	Salivary gland protein 1 & Carbonic anhydrase 6 & Parotid secretory protein Ab.IgA & IgG & IgM	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99085	False	True	
https://loinc.org/LP438661-3	rdfs:subClassOf	https://loinc.org/LP438663-9	Spermatozoa.progressive.slow rapid	Spermatozoa.progressive.slow+rapid	Rad.Anatomic Location.Imaging Focus	semapv:SemanticSimilarityThresholdMatching	0.99072	True	False	
https://loinc.org/LP148677-0	rdfs:subClassOf	https://loinc.org/LP342866-3	How short of breath did you get lifting something weighing less than 5 lbs, about 2 kg, like a houseplant, in the past 7D	How short of breath did you get lifting something weighing less than 5 lbs (about 2 kg, like a houseplant) over past 7D	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99068	False	True	
https://loinc.org/LP437429-6	rdfs:subClassOf	https://loinc.org/LP14383-1	Epstein-Barr Virus	Epstein Barr virus	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99064	True	False	
https://loinc.org/LP148671-3	rdfs:subClassOf	https://loinc.org/LP342860-6	How short of breath did you get standing for at least 5M in the past 7D	How short of breath did you get standing for at least 5M over past 7D	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99056	False	True	
https://loinc.org/LP428405-7	rdfs:subClassOf	https://loinc.org/LP285908-2	(Diffusion capacity/Alveolar volume)	Diffusion capacity/Alveolar volume	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99056	False	True	
https://loinc.org/LP435574-1	rdfs:subClassOf	https://loinc.org/LP436052-7	Ki-67 Nuclear Ag&p16INK4a Ag	Ki-67 Nuclear Ag & p16INK4a	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99039	True	False	
https://loinc.org/LP436021-2	rdfs:subClassOf	https://loinc.org/LP436052-7	Ki-67 Nuclear Ag & p16INK4a Ag	Ki-67 Nuclear Ag & p16INK4a	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99039	True	False	
https://loinc.org/LP431133-0	rdfs:subClassOf	https://loinc.org/LP431131-4	SARS coronavirus 2 stimulated gamma interferon release by T-cells.Spike Ag spot count^^corrected for background	SARS coronavirus 2 stimulated gamma interferon release by T-cells.Spike Ag spot count	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99035	True	False	
https://loinc.org/LP146233-4	rdfs:subClassOf	https://loinc.org/LP149196-0	I feel weak all over in the past 7D	I feel weak in the past 7D	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99029	False	True	
https://loinc.org/LP281526-6	rdfs:subClassOf	https://loinc.org/LP269546-0	MDS v3.0 - RAI v1.17.2 - Identification information - ND	MDS v3.0 - RAI v1.17.2 - Identification information	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99009	True	False	
https://loinc.org/LP102979-4	rdfs:subClassOf	https://loinc.org/LP102978-6	How often did pain prevent you from sitting for more than 10 minutes in past 7D	How often did pain prevent you from sitting for more than 30 minutes in past 7D	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.99002	True	False	
https://loinc.org/LP156335-4	rdfs:subClassOf	https://loinc.org/LP249826-1	Pneumococcal vaccination been received	Pneumococcal vaccination received	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9899	True	False	
https://loinc.org/LP305453-5	rdfs:subClassOf	https://loinc.org/LP305457-6	Cortisol^9.5H post XXX challenge	Cortisol^9H post XXX challenge	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98976	True	False	
https://loinc.org/LP434940-5	rdfs:subClassOf	https://loinc.org/LP434941-3	Histoplasma capsulatum+Blastomyces dermatitidis Ag	Histoplasma capsulatum+Blastomyces dermatitidis	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98972	True	False	
https://loinc.org/LP308438-3	rdfs:subClassOf	https://loinc.org/LP308522-4	Streptococcus pneumoniae 1 Ab.IgG^2nd specimen/1st specimen	Streptococcus pneumoniae Ab.IgG^1st specimen/2nd specimen	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98965	True	False	
https://loinc.org/LP287366-1	rdfs:subClassOf	https://loinc.org/LP40125-4	Vesicular stomatitis Indiana virus 1 Ab	Vesicular stomatitis Indiana virus Ab	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98921	True	False	
https://loinc.org/LP434188-1	rdfs:subClassOf	https://loinc.org/LP269531-2	MDS v3.0 - RAI v1.18.11 - Active Diagnoses	MDS v3.0 - RAI v1.17.2 - Active diagnoses	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98913	True	False	
https://loinc.org/LP435590-7	rdfs:subClassOf	https://loinc.org/LP421337-9	Clot initiation kaolin-induced	Clot initiation.kaolin induced	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98911	True	False	
https://loinc.org/LP309687-4	rdfs:subClassOf	https://loinc.org/LP309373-1	Views^W contrast intra duct	View^W contrast intra duct	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98895	True	False	
https://loinc.org/LP436052-7	rdfs:subClassOf	https://loinc.org/LP435342-3	Ki-67 Nuclear Ag & p16INK4a	Ki-67 Nuclear Ag p16INK4a	Rad.Anatomic Location.Imaging Focus	semapv:SemanticSimilarityThresholdMatching	0.98882	True	False	
https://loinc.org/LP148659-8	rdfs:subClassOf	https://loinc.org/LP342851-5	How short of breath did you get washing dishes in the past 7D	How short of breath did you get washing dishes over past 7D	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98871	True	False	
https://loinc.org/LP434175-8	rdfs:subClassOf	https://loinc.org/LP269546-0	MDS v3.0 - RAI v1.18.11 - Identification Information	MDS v3.0 - RAI v1.17.2 - Identification information	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98864	True	False	
https://loinc.org/LP434515-5	rdfs:subClassOf	https://loinc.org/LP229595-6	Sesamum indicum 1 Ab.IgE.RAST class	Sesamum indicum Ab.IgE.RAST class	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98863	True	False	
https://loinc.org/LP308436-7	rdfs:subClassOf	https://loinc.org/LP308521-6	Streptococcus pneumoniae 1 Ab.IgG^1st specimen	Streptococcus pneumoniae Ab.IgG^1st specimen	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98859	True	False	
https://loinc.org/LP101162-8	rdfs:subClassOf	https://loinc.org/LP30853-3	2.25H post dose lactose PO	2.5H post dose lactose PO	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9884	False	True	
https://loinc.org/LP113695-3	rdfs:subClassOf	https://loinc.org/LP266703-0	Carbapenem resistance genes	Carbapenem resistance gene	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98816	False	True	
https://loinc.org/LP308437-5	rdfs:subClassOf	https://loinc.org/LP308523-2	Streptococcus pneumoniae 1 Ab.IgG^2nd specimen	Streptococcus pneumoniae Ab.IgG^2nd specimen	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98807	True	False	
https://loinc.org/LP63184-3	rdfs:subClassOf	https://loinc.org/LP267651-0	Bacterial methicillin resistance (mecA) gene	Bacterial methicillin resistance mecA gene	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98775	False	True	
https://loinc.org/LP33646-8	rdfs:subClassOf	https://loinc.org/LP221401-5	Views ventilation & perfusion	Views ventilation+perfusion	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98774	True	False	
https://loinc.org/LP432619-7	rdfs:subClassOf	https://loinc.org/LP37907-0	Dengue virus Ab IgG	Dengue virus Ab.IgG	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98774	False	True	
https://loinc.org/LP39248-7	rdfs:subClassOf	https://loinc.org/LP286745-7	Ova & parasites identified	Ova+Parasites identified	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98765	False	True	
https://loinc.org/LP73822-6	rdfs:subClassOf	https://loinc.org/LP136206-2	Jugular vein distention	Jugular vein distension	DIVISORS	semapv:SemanticSimilarityThresholdMatching	0.98762	True	False	
https://loinc.org/LP263701-7	rdfs:subClassOf	https://loinc.org/LP39563-9	Rhinovirus/enterovirus RNA	Rhinovirus+Enterovirus RNA	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98744	True	False	
https://loinc.org/LP217213-0	rdfs:subClassOf	https://loinc.org/LP434617-9	Sapovirus genogroups I+II+IV+V RNA	Sapovirus genogroups I+II+IV RNA	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98729	True	False	
https://loinc.org/LP20936-8	rdfs:subClassOf	https://loinc.org/LP29353-7	3.5H post dose glucose	3.3H post dose glucose	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98725	True	False	
https://loinc.org/LP442625-2	rdfs:subClassOf	https://loinc.org/LP310275-5	Human bocavirus 1+2+3+4 DNA	Human bocavirus 1+2+3 DNA	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9871	True	False	
https://loinc.org/LP266007-6	rdfs:subClassOf	https://loinc.org/LP266330-2	Number of defibrillation shocks given	Number of defibrillation shocks	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98664	False	True	
https://loinc.org/LP149005-3	rdfs:subClassOf	https://loinc.org/LP149003-8	Pediatric - functional assessment of anorexia cachexia - parent_child questionnaire - version 1	Pediatric - functional assessment of anorexia cachexia - child questionnaire - version 1	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98629	True	False	
https://loinc.org/LP249931-9	rdfs:subClassOf	https://loinc.org/LP281333-7	Staphylococcus aureus methicillin resistance SCCmec & mecA+mecC genes panel	Staphylococcus aureus methicillin resistance SCCmec & mecA+mecC genes	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98621	False	True	
https://loinc.org/LP430554-8	rdfs:subClassOf	https://loinc.org/LP430553-0	SARS coronavirus 2 RdRp gene mutation detected	SARS coronavirus 2 RdRp gene mutation	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9862	False	True	
https://loinc.org/LP29354-5	rdfs:subClassOf	https://loinc.org/LP29353-7	3.6H post dose glucose	3.3H post dose glucose	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98609	True	False	
https://loinc.org/LP232220-6	rdfs:subClassOf	https://loinc.org/LP221390-0	Chest && Abdomen	Chest & Abdomen	SYSTEM	semapv:SemanticSimilarityThresholdMatching	0.98601	True	False	
https://loinc.org/LP435137-7	rdfs:subClassOf	https://loinc.org/LP422703-1	Somatotropin & glucose post glucose stimulation panel	Somatotropin post glucose stimulation panel	DIVISORS	semapv:SemanticSimilarityThresholdMatching	0.9859	True	False	
https://loinc.org/LP188581-5	rdfs:subClassOf	https://loinc.org/LP264986-3	Inflation trigger.flow setting	Inflation trigger flow setting	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98586	True	False	
https://loinc.org/LP114385-0	rdfs:subClassOf	https://loinc.org/LP114384-3	What was the primary source of drinking water at your home if other	What was the primary source of drinking water at your home	SYSTEM	semapv:SemanticSimilarityThresholdMatching	0.98585	True	False	
https://loinc.org/LP310274-8	rdfs:subClassOf	https://loinc.org/LP410884-3	CSF3R gene exons 14 & 17	CSF3R gene exons 14+17	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98584	False	True	
https://loinc.org/LP411282-9	rdfs:subClassOf	https://loinc.org/LP411281-1	Long-Term Care Hospital (LTCH) Continuity Assessment Record and Evaluation (CARE) Data Set (LCDS) - Admission - version 5.00	Long-Term Care Hospital (LTCH) Continuity Assessment Record and Evaluation (CARE) Data Set (LCDS) - version 5.00	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98562	False	True	
https://loinc.org/LP230013-7	rdfs:subClassOf	https://loinc.org/LP230014-5	Cutting food and handling utensils (patients without gastrostomy)	Cutting food and handling utensils (patients with gastrostomy)	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98561	True	False	
https://loinc.org/LP251016-4	rdfs:subClassOf	https://loinc.org/LP208020-0	Guidance additional for biopsy.vacuum	Guidance for biopsy.vacuum	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98551	True	False	
https://loinc.org/LP441784-8	rdfs:subClassOf	https://loinc.org/LP441785-5	Tumor area infiltrated with PD-L1 expressing immune cells/Total tumor area	Tumor area infiltrated with PD-L1 expressing immune cells	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98547	True	False	
https://loinc.org/LP30359-1	rdfs:subClassOf	https://loinc.org/LP7674-7	Umbilical artery.between fetus and placenta^fetus	Umbilical artery.between fetus and placenta	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98545	True	False	
https://loinc.org/LP221266-2	rdfs:subClassOf	https://loinc.org/LP35201-0	Views PA + lateral	Views lateral + PA	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98541	True	False	
https://loinc.org/LP247805-7	rdfs:subClassOf	https://loinc.org/LP247810-7	Erythrocytes.EMA mean fluorescence intensity actual	Erythrocytes.EMA mean fluorescence intensity	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98526	True	False	
https://loinc.org/LP231898-0	rdfs:subClassOf	https://loinc.org/LP248955-9	Long-Term Care Hospital (LTCH) Continuity Assessment Record and Evaluation (CARE) Data Set (LCDS) - Admission - version 3.00	Long-Term Care Hospital (LTCH) Continuity Assessment Record and Evaluation (CARE) Data Set (LCDS) - version 3.00	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9852	True	False	
https://loinc.org/LP263560-7	rdfs:subClassOf	https://loinc.org/LP263546-6	Long-Term Care Hospital (LTCH) Continuity Assessment Record and Evaluation (CARE) Data Set (LCDS) - Admission - version 4.00	Long-Term Care Hospital (LTCH) Continuity Assessment Record and Evaluation (CARE) Data Set (LCDS) - version 4.00	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9851	True	False	
https://loinc.org/LP74350-7	rdfs:subClassOf	https://loinc.org/LP431575-2	Surgical pathology studies	Surgical pathology study	Rad.Guidance for.Object	semapv:SemanticSimilarityThresholdMatching	0.98501	True	False	
https://loinc.org/LP102681-6	rdfs:subClassOf	https://loinc.org/LP102673-3	How often did you drink espresso and espresso drinks, not decaffeinated (latte, mocha, americano)	How often did you drink decaffeinated espresso and espresso drinks (latte, mocha, americano)	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98495	True	False	
https://loinc.org/LP30357-5	rdfs:subClassOf	https://loinc.org/LP7672-1	Umbilical artery.at fetus^fetus	Umbilical artery.at fetus	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.9844	True	False	
https://loinc.org/LP437846-1	rdfs:subClassOf	https://loinc.org/LP436240-8	Cells.CD3 recipient derived	Cells.CD3.recipient derived	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98422	False	True	
https://loinc.org/LP437661-4	rdfs:subClassOf	https://loinc.org/LP38586-1	Human papilloma virus 31+33+52+58 DNA	Human papilloma virus 31+35+51 DNA	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98409	True	False	
https://loinc.org/LP427302-7	rdfs:subClassOf	https://loinc.org/LP65486-0	Coagulation dilute Russell viper venom induced/Coagulation dilute Russell viper venom induced.excess phospholipid^^normalized	Coagulation dilute Russell viper venom induced/Coagulation dilute Russell viper venom induced.excess phospholipid	COMPONENT	semapv:SemanticSimilarityThresholdMatching	0.98401	True	False	
